6.725000e-008,4.831387e+001
6.725250e-008,4.826787e+001
6.725500e-008,4.830783e+001
6.725750e-008,4.834778e+001
6.726000e-008,4.830961e+001
6.726250e-008,4.833434e+001
6.726500e-008,4.833623e+001
6.726750e-008,4.832435e+001
6.727000e-008,4.830596e+001
6.727250e-008,4.832886e+001
6.727500e-008,4.832368e+001
6.727750e-008,4.832608e+001
6.728000e-008,4.830881e+001
6.728250e-008,4.833404e+001
6.728500e-008,4.830842e+001
6.728750e-008,4.833213e+001
6.729000e-008,4.833664e+001
6.729250e-008,4.831068e+001
6.729500e-008,4.834009e+001
6.729750e-008,4.830512e+001
6.730000e-008,4.833350e+001
6.730250e-008,4.831547e+001
6.730500e-008,4.834055e+001
6.730750e-008,4.833900e+001
6.731000e-008,4.834475e+001
6.731250e-008,4.833735e+001
6.731500e-008,4.833235e+001
6.731750e-008,4.831214e+001
6.732000e-008,4.829515e+001
6.732250e-008,4.833646e+001
6.732500e-008,4.830370e+001
6.732750e-008,4.826164e+001
6.733000e-008,4.831061e+001
6.733250e-008,4.831999e+001
6.733500e-008,4.832768e+001
6.733750e-008,4.831214e+001
6.734000e-008,4.831999e+001
6.734250e-008,4.831429e+001
6.734500e-008,4.830163e+001
6.734750e-008,4.830436e+001
6.735000e-008,4.829155e+001
6.735250e-008,4.828049e+001
6.735500e-008,4.828845e+001
6.735750e-008,4.829508e+001
6.736000e-008,4.832724e+001
6.736250e-008,4.829812e+001
6.736500e-008,4.831472e+001
6.736750e-008,4.830350e+001
6.737000e-008,4.828469e+001
6.737250e-008,4.830185e+001
6.737500e-008,4.830060e+001
6.737750e-008,4.829153e+001
6.738000e-008,4.831711e+001
6.738250e-008,4.828480e+001
6.738500e-008,4.824859e+001
6.738750e-008,4.829125e+001
6.739000e-008,4.828238e+001
6.739250e-008,4.830826e+001
6.739500e-008,4.829784e+001
6.739750e-008,4.828336e+001
6.740000e-008,4.826882e+001
6.740250e-008,4.832350e+001
6.740500e-008,4.826955e+001
6.740750e-008,4.827112e+001
6.741000e-008,4.822226e+001
6.741250e-008,4.825932e+001
6.741500e-008,4.825741e+001
6.741750e-008,4.828314e+001
6.742000e-008,4.828231e+001
6.742250e-008,4.831267e+001
6.742500e-008,4.828165e+001
6.742750e-008,4.828900e+001
6.743000e-008,4.829155e+001
6.743250e-008,4.829365e+001
6.743500e-008,4.827482e+001
6.743750e-008,4.828589e+001
6.744000e-008,4.826025e+001
6.744250e-008,4.824246e+001
6.744500e-008,4.824547e+001
6.744750e-008,4.826203e+001
6.745000e-008,4.824727e+001
6.745250e-008,4.826768e+001
6.745500e-008,4.825542e+001
6.745750e-008,4.829071e+001
6.746000e-008,4.830103e+001
6.746250e-008,4.829805e+001
6.746500e-008,4.827422e+001
6.746750e-008,4.826224e+001
